fold,y_real,Baseline_H,Baseline_D,Baseline_A,Poisson_H,Poisson_D,Poisson_A,Dixon-Coles_H,Dixon-Coles_D,Dixon-Coles_A,XGBoost_H,XGBoost_D,XGBoost_A
2010,1,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.26516474612672014,0.23768885534376807,0.4971463985295117,0.2308192832394919,0.24953112754002132,0.5196495892204867,0.3410863,0.25663328,0.4022804
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.26354510127424086,0.3101936907949185,0.4262612079308407,0.2495580361082299,0.3141557008696389,0.43628626302213114,0.3982866,0.17403622,0.42767712
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.23988105196582582,0.2710976123233896,0.48902133571078465,0.24264407998485277,0.29476534070193844,0.4625905793132088,0.2855092,0.36402714,0.3504637
2010,2,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.6185283641165591,0.2495400359630462,0.13193159992039466,0.6805038443069246,0.22286985710389784,0.09662629858917754,0.7671546,0.06941212,0.16343337
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.35273557807674805,0.3715675211434155,0.27569690077983644,0.33042194751288045,0.34887599056625684,0.32070206192086254,0.32145137,0.23509017,0.44345844
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.48545742477144527,0.3050520499100709,0.2094905253184839,0.45133334128329483,0.3090814976776551,0.2395851610390502,0.5396969,0.1793057,0.28099743
2010,2,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.42899117658498653,0.34154758520261014,0.22946123821240344,0.3351529196232982,0.33960291756665917,0.32524416281004287,0.3214649,0.21583033,0.46270478
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.797246975806613,0.15044787956861086,0.052305144624776125,0.8003506616103198,0.15057430131438634,0.049075037075293974,0.8743782,0.067848615,0.057773195
2010,2,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.5092997517038444,0.26206176366929046,0.22863848462686515,0.4492402562493496,0.2880166083631767,0.26274313538747374,0.733826,0.14498141,0.12119256
2010,1,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.1914351592367436,0.28661418077949896,0.5219506599837574,0.2775266084380323,0.3005158337976941,0.42195755776427346,0.38848987,0.15990059,0.45160952
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.5494695756555366,0.29491738705021703,0.15561303729424647,0.5791679813085897,0.2722519789371282,0.14858003975428208,0.6671317,0.14372782,0.18914042
2010,1,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.18642999185782277,0.289861767543068,0.5237082405991093,0.19980602839022982,0.32132646523930286,0.4788675063704674,0.44275218,0.27887908,0.27836874
2010,2,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.22963500775025525,0.30892535481313405,0.46143963743661076,0.22267945199312314,0.29695747315702986,0.48036307484984697,0.43202794,0.26008034,0.30789176
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.29518084960934543,0.29941844671249324,0.4054007036781613,0.2735633671601599,0.30637870164905096,0.42005793119078916,0.31554317,0.24360469,0.4408521
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.650421928907934,0.21717618194106922,0.1324018891509967,0.6662434378962929,0.21905184047377693,0.11470472162993006,0.8102003,0.11707138,0.07272837
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.6391455976199594,0.22650407715058696,0.13435032522945367,0.6762690010960087,0.20573347730349012,0.11799752160050114,0.797492,0.091717854,0.110790156
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.35213115026753955,0.31731363582161043,0.33055521391085,0.39581052406761785,0.33100816660261867,0.2731813093297637,0.4539866,0.32903165,0.21698183
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.6602159746897329,0.2424112399306583,0.09737278537960879,0.5922921691198939,0.28703330638052205,0.12067452449958434,0.85456365,0.110386446,0.035049923
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.6926620502898159,0.21299777245551005,0.09434017725467397,0.7256097792616861,0.19365509401768372,0.08073512672063032,0.8454193,0.048509378,0.10607132
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.21061937633600958,0.29643492403005517,0.4929456996339353,0.18388625300947803,0.26850405104671465,0.547609695943807,0.18879405,0.12612422,0.6850817
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.38026407829024533,0.28945140085558924,0.33028452085416543,0.38056327111016164,0.2874065912308172,0.33203013765902145,0.37494028,0.3031659,0.32189384
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.2720353155269581,0.38127446231095935,0.3466902221620827,0.2530944214147546,0.36237478432880715,0.3845307942564382,0.27264464,0.26052254,0.4668328
2010,0,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.1389475037718877,0.28810138875960367,0.5729511074685085,0.21137994341682875,0.34455054473213775,0.4440695118510335,0.27420965,0.34538734,0.38040304
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.6747444882087764,0.22299566335048254,0.10225984844074096,0.624479190230332,0.24135218504856534,0.13416862472110266,0.7130899,0.14967713,0.137233
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.11253261741024288,0.2263670563927662,0.661100326196991,0.12703194818486246,0.2456484051341031,0.6273196466810345,0.19108765,0.17509227,0.63382006
2010,0,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.39788748038020694,0.3108849132418153,0.2912276063779779,0.3174484161131499,0.33657162255921,0.3459799613276402,0.2732267,0.30089843,0.42587483
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.13337875691811302,0.22118241451921822,0.6454388285626689,0.13062684131487115,0.23503518059912543,0.6343379780860037,0.29222545,0.25922304,0.44855148
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.12539316322146815,0.2871918979729234,0.5874149388056086,0.09480578524413534,0.21287484305097082,0.6923193717048939,0.15854318,0.3329697,0.50848716
2010,2,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.41446560417718736,0.305812927271554,0.2797214685512585,0.37106018889424675,0.32494566147244197,0.30399414963331123,0.45653746,0.19257873,0.3508838
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.5260106417567498,0.2618918492782284,0.21209750896502172,0.5551146190081104,0.27358250194515943,0.1713028790467301,0.5882689,0.22921206,0.18251906
2010,0,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.20100582806978412,0.2737526220192217,0.525241549910994,0.19993257307661072,0.27067762659761685,0.5293898003257724,0.12506819,0.2956751,0.5792568
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.43173782907896135,0.28867313686262874,0.27958903405840985,0.37158593777996884,0.3185137427815754,0.3099003194384557,0.608413,0.18883674,0.20275028
2010,1,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.20274697681117693,0.2807491858699755,0.5165038373188475,0.19053750185980659,0.2910370982828033,0.5184253998573901,0.12773098,0.11220038,0.7600686
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.13962383597483707,0.28239106293628663,0.5779851010888764,0.1311277561794694,0.26188728212928647,0.606984961691244,0.22294529,0.331639,0.44541574
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.1461658208547602,0.27372553710704717,0.5801086420381925,0.18171522980965749,0.28767575891506453,0.5306090112752779,0.13581844,0.2881224,0.57605916
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.3651139594113588,0.31937278932472263,0.3155132512639187,0.36625095452674095,0.3229372526522906,0.3108117928209683,0.39481518,0.29312184,0.31206304
2010,2,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.5124272114200799,0.29003847616684125,0.1975343124130788,0.4741424383211812,0.2868356312157859,0.23902193046303272,0.3422047,0.21884385,0.43895146
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.4593524509717189,0.28618624951141114,0.2544612995168699,0.42296295425527003,0.28244520521222044,0.2945918405325094,0.61776274,0.1416299,0.2406074
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.3260103387259753,0.2702977914607251,0.40369186981329974,0.29967154192717527,0.28694292693678797,0.4133855311360367,0.2950369,0.2206597,0.48430336
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.6282107901761119,0.24624438666545942,0.12554482315842858,0.6127111499856717,0.25127528214462014,0.13601356786970809,0.63095707,0.11710968,0.25193325
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.630251905589607,0.23878942273842302,0.13095867167196995,0.6886002406852906,0.20721342497234357,0.10418633434236567,0.73260397,0.13225417,0.1351418
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.34571857934594774,0.33707721836891347,0.3172042022851389,0.33131115294497426,0.3403926003866924,0.32829624666833357,0.35694328,0.30569667,0.3373601
2010,0,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.4713522635271881,0.3108519259627996,0.21779581051001223,0.5152191434744963,0.3024639950003626,0.1823168615251414,0.56115544,0.14009492,0.2987497
2010,1,0.5522313792567253,0.23418294734118256,0.21358567340209222,0.5181852599895206,0.27365816632691226,0.2081565736835673,0.5376325184992294,0.27423817706881914,0.18812930443195147,0.5534356,0.24650112,0.20006327
2010,0,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.28885697526286913,0.3317776638094062,0.3793653609277247,0.29153728365683906,0.3152376398563619,0.39322507648679905,0.21868217,0.13776712,0.64355075
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.14930497114447022,0.2943586001784032,0.5563364286771266,0.11582984342775159,0.26064033757865634,0.6235298189935919,0.10879696,0.18394054,0.7072625
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.389937320182528,0.2650966917462565,0.3449659880712154,0.3545307138880628,0.2830066948730312,0.36246259123890595,0.4135981,0.24156214,0.34483975
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.18168696105857754,0.2757133732282702,0.5425996657131524,0.19241807648248818,0.2813630651497003,0.5262188583678116,0.17836367,0.22066699,0.6009694
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.24487919615301398,0.2813572256323858,0.47376357821460024,0.21044390027640486,0.2770942204552301,0.5124618792683651,0.1661789,0.19447215,0.6393489
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.25582180018796136,0.24579616712310406,0.4983820326889345,0.26941702526190126,0.27573784568221277,0.454845129055886,0.26866853,0.28088954,0.4504419
2010,2,0.21358567340209222,0.23418294734118256,0.5522313792567253,0.2985607408559048,0.3576824673769419,0.34375679176715307,0.2773063739894118,0.32813933293349473,0.39455429307709344,0.1745138,0.1211666,0.7043196
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.718867514103364,0.18330466004183205,0.09782782585480398,0.8145691726442387,0.13121923735374777,0.054211590002013574,0.7977943,0.17104831,0.03115739
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.3789277587242268,0.33431408480354186,0.2867581564722313,0.4447427023016778,0.3188425684928056,0.23641472920551657,0.358302,0.2957342,0.34596387
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.4031910481827854,0.30277158849775593,0.2940373633194586,0.6318224536780708,0.2202246059893112,0.14795294033261816,0.4943142,0.26348108,0.24220474
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.451995248466873,0.3178155165588084,0.2301892349743186,0.5468411862892415,0.2811824320140443,0.17197638169671403,0.5706984,0.25232854,0.17697306
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.39351369144075504,0.2940107963530963,0.3124755122061486,0.4094255506590363,0.2632674296078369,0.3273070197331269,0.49430692,0.24364685,0.26204628
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5596006192700693,0.24812164542253998,0.19227773530739078,0.5693782252986523,0.2716999017168649,0.15892187298448274,0.66864437,0.22630337,0.10505224
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.36011775280183417,0.37835844621858483,0.261523800979581,0.4604004332470134,0.36847499303056613,0.17112457372242046,0.47649822,0.31756943,0.20593238
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.4139334545147739,0.3125746864362841,0.27349185904894197,0.4653626143322315,0.3085792873392011,0.2260580983285673,0.31561393,0.32008833,0.36429772
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6739365517856859,0.19534916057410526,0.13071428764020881,0.6192173585927929,0.2274998537003591,0.1532827877068481,0.71750903,0.19547248,0.08701853
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6086798721443688,0.2659075979911668,0.12541252986446427,0.654734648832745,0.2420924120264563,0.10317293914079859,0.686238,0.19081017,0.12295189
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.3642138692296387,0.30431114114931174,0.3314749896210495,0.3017451490553814,0.30726486288894395,0.39098998805567475,0.27193716,0.34594914,0.3821137
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.39761959319468076,0.26578879235088737,0.33659161445443175,0.4173455159748833,0.259730336656906,0.3229241473682106,0.5436892,0.23560637,0.22070444
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.2614357040698363,0.31098654821818267,0.4275777477119812,0.3172772138660832,0.31246771220210096,0.3702550739318158,0.38116097,0.22620264,0.3926364
2014,1,0.548035725492269,0.23627970593263806,0.21568456857509297,0.3140893719351458,0.3413852240713617,0.34452540399349263,0.32578064094261067,0.3361850726738211,0.33803428638356836,0.29279107,0.3498851,0.3573238
2014,1,0.548035725492269,0.23627970593263806,0.21568456857509297,0.7264985823347834,0.17742301601763438,0.09607840164758241,0.7752115074412045,0.15025767297247022,0.07453081958632529,0.818137,0.123445846,0.058417134
2014,1,0.548035725492269,0.23627970593263806,0.21568456857509297,0.394911577442568,0.32890556595705017,0.2761828566003818,0.5346043024206615,0.30247750596343376,0.16291819161590476,0.5447513,0.22371647,0.23153223
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5180948474262466,0.28236608124824236,0.19953907132551102,0.5249253710522501,0.2843041468189974,0.1907704821287527,0.5707609,0.2535229,0.1757162
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.1654073124337761,0.27088631470010915,0.5637063728661149,0.1253222565763377,0.22511712282280483,0.6495606206008576,0.06736388,0.26273003,0.6699061
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.22824587831814683,0.32355615707816454,0.4481979646036887,0.21312301348562895,0.31375553945508516,0.47312144705928594,0.21869606,0.3250981,0.45620587
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5516228548327478,0.2802989100365112,0.16807823513074116,0.5098722531867763,0.2829328543894278,0.20719489242379596,0.40385655,0.31914595,0.27699754
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.3674870399727804,0.3244050271602284,0.3081079328669913,0.5303492920973653,0.2824841250728658,0.18716658282976875,0.48844665,0.32703117,0.1845222
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.3184875791383003,0.3469848371477151,0.33452758371398433,0.3116916398648786,0.33760802625087627,0.350700333884245,0.27282372,0.31038344,0.41679284
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.27476253136042006,0.2710610169613298,0.4541764516782501,0.3275881937017373,0.3026462940985916,0.36976551219967085,0.37118468,0.23678742,0.3920279
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5276292017088313,0.2871361529991333,0.18523464529203532,0.43588250519879224,0.33170457466503656,0.23241292013617126,0.51457036,0.27803382,0.20739584
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.2629774149193698,0.2906617012381893,0.44636088384244077,0.17999376895009844,0.2545795468540621,0.5654266841958393,0.27817753,0.23381658,0.4880059
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.1887300855423848,0.31613733269967864,0.49513258175793673,0.18456918436638028,0.3249821052005706,0.49044871043304894,0.25745973,0.30763572,0.43490458
2014,0,0.21568456857509297,0.23627970593263806,0.548035725492269,0.3918233738183476,0.29700270751788505,0.3111739186637675,0.27966144165021134,0.2848118153219945,0.4355267430277942,0.35758486,0.27269068,0.36972448
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6011665523890215,0.24709366282291895,0.15173978478805938,0.6500427090928734,0.23850825157637232,0.11144903933075442,0.669879,0.25774422,0.07237676
2014,1,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6061252825048045,0.23245316883825826,0.16142154865693736,0.5865163690683177,0.23583991468367665,0.17764371624800565,0.80501443,0.15026994,0.044715602
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.26872114262093805,0.294419902284023,0.4368589550950392,0.2770825624299354,0.33713720572714195,0.38578023184292276,0.30360487,0.29644033,0.39995483
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.5061850587669008,0.3097996348927632,0.18401530634033592,0.35776278616448587,0.3221516646653022,0.3200855491702119,0.43140367,0.28202316,0.28657323
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.2522549357564674,0.2886447534964363,0.45910031074709645,0.232919204263124,0.27929208767000613,0.4877887080668699,0.2872414,0.23079662,0.48196194
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.1341265938080613,0.25013687413223273,0.6157365320597061,0.07186319722170362,0.17544488359255103,0.7526919191857451,0.08487759,0.24966085,0.6654616
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.8142679637159214,0.1345612445142992,0.0511707917697794,0.9031367269410159,0.07546630277498313,0.021396970284001067,0.8075748,0.1703434,0.022081835
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.34232318258667305,0.31738595269507114,0.34029086471825565,0.2874652893178174,0.30825208381653646,0.4042826268656461,0.33778805,0.23875931,0.42345265
2014,0,0.21568456857509297,0.23627970593263806,0.548035725492269,0.49959220087712497,0.29700765116369965,0.20340014795917527,0.39271303381253087,0.2988738895204004,0.30841307666706874,0.29062083,0.28456575,0.4248134
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.26870474427250535,0.3356231145301395,0.39567214119735516,0.16282795942452247,0.2722442265276591,0.5649278140478183,0.14271799,0.25225705,0.60502493
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.36084815770260703,0.29752340580582926,0.3416284364915637,0.2465715686822924,0.29152239817203446,0.46190603314567324,0.35740778,0.21996799,0.42262426
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.1362486142548563,0.2344059797846405,0.6293454059605033,0.1470655481955979,0.28762997865606255,0.5653044731483394,0.26497036,0.18304597,0.5519837
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.3068710257620596,0.3304929532800543,0.3626360209578863,0.3197999570258504,0.3346152584341655,0.3455847845399842,0.3195478,0.34990853,0.33054367
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.3324442054791207,0.2874496799422127,0.3801061145786665,0.43236839022974793,0.2975979244349272,0.2700336853353248,0.35875207,0.29905304,0.34219489
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.17840241236270368,0.30589239222358033,0.5157051954137157,0.22027185753243186,0.30098097358582226,0.4787471688817459,0.34164378,0.25706333,0.40129292
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.24788935863524622,0.2909537777728027,0.4611568635919512,0.2126122890739297,0.3051516768544182,0.4822360340716522,0.21379647,0.23075528,0.5554483
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.16354916105006573,0.26670000527371635,0.5697508336762178,0.1127307267835246,0.22538953376780926,0.6618797394486662,0.13018875,0.1924047,0.67740655
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.2317756931813103,0.24778993306660696,0.5204343737520827,0.19863130987999142,0.23177423985770948,0.5695944502622992,0.13905263,0.14669311,0.7142542
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.14395438799727261,0.27122696346962555,0.5848186485331017,0.15105350239152718,0.31301185769229967,0.5359346399161732,0.26418614,0.286813,0.44900087
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.36219724941182996,0.312424216910435,0.3253785336777352,0.20627507987058283,0.27506915624885964,0.5186557638805576,0.18611355,0.26078132,0.5531052
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5369768726326936,0.2810085312254967,0.18201459614180956,0.5035916227294526,0.28685371610914134,0.20955466116140603,0.47067308,0.2983643,0.23096263
2014,0,0.21568456857509297,0.23627970593263806,0.548035725492269,0.33355673661136986,0.3124395678329772,0.3540036955556529,0.38759089307710126,0.325383539078084,0.2870255678448147,0.59170294,0.24546438,0.16283272
2014,1,0.548035725492269,0.23627970593263806,0.21568456857509297,0.7487486240232402,0.16599755816683703,0.0852538178099227,0.7365027829721787,0.16583413269743294,0.09766308433038826,0.68869585,0.22015277,0.09115141
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.24189496208581385,0.33388566435443756,0.4242193735597485,0.24378715694758624,0.38725619397237665,0.36895664908003706,0.35647482,0.26534617,0.37817904
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.4765222862322464,0.30370679248949534,0.21977092127825823,0.4405773032460172,0.3027041202562259,0.256718576497757,0.5454236,0.27146685,0.18310948
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.4988359437576727,0.33260680648839724,0.16855724975393016,0.5844886857026064,0.2795193595067621,0.1359919547906315,0.6277208,0.2091299,0.16314933
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.7591972367932293,0.16264892780855553,0.07815383539821523,0.7015465136358879,0.1913125129517959,0.10714097341231614,0.7877457,0.16943407,0.042820252
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5620095627166268,0.2553053194312604,0.18268511785211305,0.5628657245008878,0.2751237757960633,0.16201049970304898,0.60124195,0.24307448,0.15568353
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.28665544925079955,0.2872907937444237,0.4260537570047768,0.3961232064219492,0.29506984245722506,0.30880695112082557,0.4168638,0.24405207,0.33908412
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6868527291279232,0.20917935297377058,0.10396791789830623,0.6212203950915733,0.24131783916576294,0.13746176574266375,0.7092884,0.21479566,0.075915955
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.37688473947612333,0.30291794757019336,0.3201973129536835,0.39912359653824475,0.2915960689183426,0.3092803345434126,0.28501025,0.18165618,0.5333336
2014,1,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6491368130220047,0.23505421011459868,0.11580897686339667,0.5882217128291944,0.277344310986265,0.13443397618454075,0.6694011,0.19083394,0.13976493
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.6299673373571619,0.2224725746121418,0.14756008803069628,0.5726504499608105,0.2556924384567704,0.17165711158241903,0.4943647,0.30897513,0.1966602
2014,2,0.21568456857509297,0.23627970593263806,0.548035725492269,0.681318649719819,0.180280777751986,0.13840057252819482,0.7428390311769726,0.15239304629597944,0.1047679225270479,0.71185267,0.11038906,0.17775823
2014,1,0.21568456857509297,0.23627970593263806,0.548035725492269,0.35979392245081065,0.30593144947990764,0.33427462806928177,0.2838165090530656,0.3085790460937928,0.4076044448531415,0.3176488,0.16028275,0.52206844
2014,2,0.548035725492269,0.23627970593263806,0.21568456857509297,0.5618338664816684,0.2520496980487353,0.1861164354695962,0.663519534713503,0.20943473626185388,0.12704572902464298,0.549063,0.22901998,0.221917
2014,0,0.548035725492269,0.23627970593263806,0.21568456857509297,0.32525534918745846,0.2560035860481847,0.41874106476435674,0.27997376967629994,0.2575519740186283,0.4624742563050718,0.5996187,0.16162194,0.23875934
2018,0,0.2164496918553722,0.23526751098475057,0.5482827971598772,0.673390398153087,0.20591528253591246,0.12069431931100055,0.6915020840349011,0.1893602042607026,0.11913771170439623,0.62654424,0.20563973,0.16781601
2018,2,0.2164496918553722,0.23526751098475057,0.5482827971598772,0.310732339914429,0.35360382343986635,0.33566383664570465,0.2980443281777847,0.40145855891677834,0.3004971129054372,0.37807074,0.2874352,0.33449405
2018,2,0.2164496918553722,0.23526751098475057,0.5482827971598772,0.2196583934202097,0.25986914750210977,0.5204724590776806,0.18264095700773733,0.2968516868021974,0.5205073561900653,0.18923748,0.25965017,0.55111235
2018,1,0.5482827971598772,0.23526751098475057,0.2164496918553722,0.228046756932263,0.29891267673993793,0.4730405663277989,0.21327398824573873,0.2964190199089496,0.4903069918453117,0.24749957,0.2858685,0.4666319
2018,0,0.5482827971598772,0.23526751098475057,0.2164496918553722,0.460846145044891,0.32327917339967566,0.21587468155543335,0.516973707696335,0.3167215780973855,0.16630471420627957,0.60871726,0.21387339,0.17740932
